Women's College Centex,College - Women ,22,3,2014
Austin; Round Rock,TX,2014-03-22,2014-03-23
https://play.usaultimate.org/events/Womens-College-Centex/schedule/Women/CollegeWomen/
Michigan,8
cluster,DII Crossover Games
Washington University,Pittsburgh,4,13,"03/22/2014, 15:30",,Final
Illinois,Wisconsin,8,11,"03/22/2014, 15:30",,Final
Florida State,Ottawa,13,11,"03/22/2014, 15:30",,Final
California,Colorado College,12,13,"03/22/2014, 15:30",,Final
Northwestern,Minnesota,11,5,"03/22/2014, 15:30",,Final
Florida,James Madison,12,9,"03/22/2014, 15:30",,Final
b,r,e,a,k
brackets,Top 16 Championship Bracket
bracket,1st Place
Northeastern,Central Florida,11,13,"03/23/2014, 11:45",Finals,Final
Michigan,Northeastern,9,11,"03/23/2014, 10:00",Semis,Final
Central Florida,Texas,13,8,"03/23/2014, 10:00",Semis,Final
Michigan,Florida,13,9,"03/22/2014, 17:15",Pre Quarters,Final
North Carolina,Iowa,13,6,"03/22/2014, 17:15",Pre Quarters,Final
Northeastern,Pittsburgh,13,8,"03/22/2014, 17:15",Pre Quarters,Final
Virginia,Kansas,13,10,"03/22/2014, 17:15",Pre Quarters,Final
Central Florida,Florida State,13,7,"03/22/2014, 17:15",Pre Quarters,Final
California-San Diego,Maryland,9,12,"03/22/2014, 17:15",Pre Quarters,Final
Texas,Wisconsin,13,8,"03/22/2014, 17:15",Pre Quarters,Final
California-Santa Barbara,Iowa State,13,11,"03/22/2014, 17:15",Pre Quarters,Final
Michigan,North Carolina,10,8,"03/23/2014, 08:15",Quarters,Final
Northeastern,Virginia,13,10,"03/23/2014, 08:15",Quarters,Final
Central Florida,Maryland,13,5,"03/23/2014, 08:15",Quarters,Final
Texas,California-Santa Barbara,13,7,"03/23/2014, 08:15",Quarters,Final
bracket,3rd Place
Michigan,Texas,7,12,"03/23/2014, 11:45",3rd,Final
bracket,5th Place
North Carolina,Virginia,10,7,"03/23/2014, 10:00",5th Place Semis,Final
Maryland,California-Santa Barbara,4,11,"03/23/2014, 10:00",5th Place Semis,Final
North Carolina,California-Santa Barbara,9,10,"03/23/2014, 11:45",5th,Final
bracket,7th Place
Virginia,Maryland,10,9,"03/23/2014, 11:45",7th,Final
bracket,9th Place
Iowa,Wisconsin,7,8,"03/23/2014, 11:45",9th,Final
Florida,Iowa,6,9,"03/23/2014, 08:15",9th Quarters,Final
Pittsburgh,Kansas,4,11,"03/23/2014, 08:15",9th Quarters,Final
Florida State,California-San Diego,8,6,"03/23/2014, 08:15",9th Quarters,Final
Wisconsin,Iowa State,10,7,"03/23/2014, 08:15",9th Quarters,Final
Iowa,Kansas,9,8,"03/23/2014, 10:00",9th Semis,Final
Florida State,Wisconsin,6,8,"03/23/2014, 10:00",9th Semis,Final
bracket,11th Place
Kansas,Florida State,7,9,"03/23/2014, 11:45",11th,Final
bracket,13th Place
Florida,Pittsburgh,8,3,"03/23/2014, 10:00",13th Semis,Final
California-San Diego,Iowa State,11,8,"03/23/2014, 10:00",13th Semis,Final
Florida,California-San Diego,9,10,"03/23/2014, 11:45",13th,Final
b,r,e,a,k
brackets,Bracket Play 17th-32nd
bracket,17th Place
Rice,Colorado State,5,12,"03/23/2014, 13:30",17th,Final
Washington University,Rice,7,9,"03/23/2014, 10:00",17th Semis,Final
Colorado State,Colorado College,10,7,"03/23/2014, 10:00",17th Semis,Final
Washington University,Wisconsin-Eau Claire,13,4,"03/22/2014, 17:15",17th Pre-Quarters,Final
Minnesota,Arizona State,12,11,"03/22/2014, 17:15",17th Pre-Quarters,Final
James Madison,MIT,13,11,"03/22/2014, 17:15",17th Pre-Quarters,Final
Northwestern,Rice,7,13,"03/22/2014, 17:15",17th Pre-Quarters,Final
Illinois,Texas State,13,4,"03/22/2014, 17:15",17th Pre-Quarters,Final
California,Colorado State,3,13,"03/22/2014, 17:15",17th Pre-Quarters,Final
Ottawa,Nebraska,13,10,"03/22/2014, 17:15",17th Pre-Quarters,Final
Colorado College,Southern California,10,9,"03/22/2014, 17:15",17th Pre-Quarters,Final
Washington University,Minnesota,12,7,"03/23/2014, 08:15",17th Quarters,Final
James Madison,Rice,8,11,"03/23/2014, 08:15",17th Quarters,Final
Illinois,Colorado State,8,9,"03/23/2014, 08:15",17th Quarters,Final
Ottawa,Colorado College,8,12,"03/23/2014, 08:15",17th Quarters,Final
bracket,19th Place
Washington University,Colorado College,4,13,"03/23/2014, 13:30",19th,Final
bracket,21st Place
Minnesota,James Madison,11,10,"03/23/2014, 10:00",21st Semis,Final
Illinois,Ottawa,8,7,"03/23/2014, 10:00",21st Semis,Final
Minnesota,Illinois,9,13,"03/23/2014, 13:30",21st,Final
bracket,23rd Place
James Madison,Ottawa,7,12,"03/23/2014, 13:30",23rd,Final
bracket,25th Place
Northwestern,California,7,5,"03/23/2014, 13:30",25th,Final
Wisconsin-Eau Claire,Arizona State,4,5,"03/23/2014, 08:15",25th Quarters,Final
MIT,Northwestern,7,9,"03/23/2014, 08:15",25th Quarters,Final
Texas State,California,6,9,"03/23/2014, 08:15",25th Quarters,Final
Nebraska,Southern California,6,7,"03/23/2014, 08:15",25th Quarters,Final
Arizona State,Northwestern,7,10,"03/23/2014, 10:00",25th Semis,Final
California,Southern California,8,7,"03/23/2014, 10:00",25th Semis,Final
bracket,27th Place
Arizona State,Southern California,5,8,"03/23/2014, 13:30",27th,Final
bracket,29th Place
Wisconsin-Eau Claire,MIT,7,11,"03/23/2014, 10:00",29th Semis,Final
Texas State,Nebraska,2,8,"03/23/2014, 10:00",29th Semis,Final
MIT,Nebraska,12,7,"03/23/2014, 13:30",29th,Final
b,r,e,a,k
brackets,33rd-39th Bracket Play
bracket,33rd Place
Texas-Arlington,Texas Christian,8,9,"03/23/2014, 11:45",33rd,Final
Texas-Arlington,Northeastern (B),13,2,"03/22/2014, 15:30",33rd Quarters,Final
Colorado (B),Miami,11,5,"03/22/2014, 15:30",33rd Quarters,Final
Oklahoma,Texas (B),13,6,"03/22/2014, 03:30",33rd Quarters,Final
Texas-Arlington,Colorado (B),5,4,"03/23/2014, 10:00",33rd Semis,Final
Texas Christian,Oklahoma,9,5,"03/23/2014, 10:00",33rd Semis,Final
bracket,35th Place
Colorado (B),Oklahoma,8,5,"03/23/2014, 11:45",35th,Final
b,r,e,a,k
pools,Consolation Pool (37-39)
pool,Pool M
Northeastern (B),Texas (B),5,9,"03/23/2014, 10:00",Pool M,Final
Miami,Texas (B),9,8,"03/23/2014, 11:45",Pool M,Final
Northeastern (B),Miami,4,6,"03/23/2014, 13:30",Pool M,Final
b,r,e,a,k
