Bring the Huckus 6,College - Men ,27,2,2016
Mercer,NJ,2016-02-27,2016-02-28
https://play.usaultimate.org/events/Bring-the-Huckus-6/schedule/Men/CollegeMen/
Richmond,9
New Hampshire,College of New Jersey,13,8,"02/29/2016, 01:00",1st-PQ,Final
Messiah,MIT,13,3,"02/28/2016, 11:00",1st-PQ,Final
American,Northeastern,11,9,"02/28/2016, 11:00",1st-PQ,Final
Boston College,Shippensburg,13,10,"02/28/2016, 11:00",1st-PQ,Final
Rutgers,SUNY-Fredonia,5,7,"02/28/2016, 11:00",1st-PQ,Final
Saint Rose,Williams,1,13,"02/28/2016, 11:00",1st-PQ,Final
bracket,9th Place
George Mason,Shippensburg,0,1,"02/28/2016, 15:30",9th,Final
George Mason,College of New Jersey,13,5,"02/29/2016, 04:00",Semis-9th,Final
Shippensburg,Saint Rose,13,3,"02/28/2016, 14:00",Semis-9th,Final
Connecticut (B),George Mason,6,13,"02/28/2016, 12:30",Quarters-9th,Final
College of New Jersey,MIT,7,6,"02/29/2016, 02:30",Quarters-9th,Final
Northeastern,Shippensburg,7,8,"02/28/2016, 12:30",Quarters-9th,Final
Rutgers,Saint Rose,8,10,"02/28/2016, 12:30",Quarters-9th,Final
bracket,13th
Northeastern,Connecticut (B),10,7,"02/28/2016, 15:30",13th,Final
Rutgers,Northeastern,7,8,"02/28/2016, 14:00",Semis-13th,Final
MIT,Connecticut (B),7,9,"02/28/2016, 14:00",Semis-13th,Final
bracket,5th
Richmond,SUNY-Fredonia,9,3,"02/28/2016, 15:30",5th,Final
Richmond,Messiah,12,5,"02/28/2016, 14:00",Semis-5th,Final
American,SUNY-Fredonia,8,9,"02/28/2016, 14:00",Semis-5th,Final
bracket,3rd
Temple,Williams,2,13,"02/28/2016, 15:30",3rd,Final
b,r,e,a,k
brackets,17th Bracket
bracket,17th Place Bracket
Johns Hopkins,Boston University,10,5,"02/28/2016, 14:00",17th,Final
Johns Hopkins,Rowan,10,4,"02/28/2016, 12:30",17th-Semis,Final
Boston University,Army,10,4,"02/28/2016, 12:30",17th-Semis,Final
Johns Hopkins,Syracuse,12,8,"02/28/2016, 11:00",17th-Quarters,Final
Rowan,Hartford,10,7,"02/28/2016, 11:00",17th-Quarters,Final
Princeton,Boston University,6,13,"02/28/2016, 11:00",17th-Quarters,Final
Army,NYU,8,7,"02/28/2016, 11:00",17th-Quarters,Final
Johns Hopkins,Ithaca,11,9,"02/28/2016, 09:30",17th-PQ,Final
Syracuse,Stevens Tech,10,7,"02/28/2016, 09:30",17th-PQ,Final
St Joseph's,Rowan,5,10,"02/28/2016, 09:30",17th-PQ,Final
Hartford,Marist,9,4,"02/28/2016, 09:30",17th-PQ,Final
Princeton,Wesleyan,13,4,"02/28/2016, 09:30",17th-PQ,Final
Boston University,SUNY-Cortland,13,5,"02/28/2016, 09:30",17th-PQ,Final
Columbia,Army,7,10,"02/28/2016, 09:30",17th-PQ,Final
NYU,Stockton,11,5,"02/28/2016, 09:30",17th-PQ,Final
bracket,25th
Stevens Tech,Stockton,1,0,"02/28/2016, 15:30",25th,Final
Stevens Tech,St Joseph's,13,8,"02/28/2016, 14:00",25th-Semis,Final
SUNY-Cortland,Stockton,5,8,"02/28/2016, 14:00",25th-Semis,Final
Ithaca,Stevens Tech,8,9,"02/28/2016, 12:30",25th-Quarters,Final
St Joseph's,Marist,13,5,"02/28/2016, 12:30",25th-Quarters,Final
Wesleyan,SUNY-Cortland,5,9,"02/28/2016, 12:30",25th-Quarters,Final
Columbia,Stockton,9,11,"02/28/2016, 12:30",25th-Quarters,Final
bracket,21st
Hartford,Princeton,0,1,"02/28/2016, 15:30",21st,Final
Syracuse,Hartford,10,11,"02/28/2016, 14:00",21st-Semis,Final
Princeton,NYU,9,5,"02/28/2016, 14:00",21st-Semis,Final
bracket,19th 
Rowan,Army,11,10,"02/28/2016, 14:00",19th,Final
b,r,e,a,k
brackets,33rd Bracket
bracket,33rd
Swarthmore,Lehigh (B),12,5,"02/28/2016, 13:00",33rd,Final
Georgetown (B),Swarthmore,6,13,"02/28/2016, 11:30",33rd-Semis,Final
Lehigh (B),Boston University (B),13,3,"02/28/2016, 11:30",33rd-Semis,Final
Swarthmore,Northeastern (B),13,4,"02/28/2016, 10:00",33rd-Play In,Final
Norwich,Boston University (B),8,9,"02/28/2016, 17:00",33rd-Play In,Final
bracket,37th
Norwich,Northeastern (B),8,7,"02/28/2016, 18:30",37th,Final
bracket,35th
Georgetown (B),Boston University (B),10,11,"02/28/2016, 13:00",35th,Final
bracket,39th
Rutgers (B),Hofstra,6,11,"02/28/2016, 13:00",39th,Final
SUNY-Buffalo (B),Rutgers (B),7,8,"02/29/2016, 01:30",39th-Semis,Final
Hofstra,Rider,13,2,"02/28/2016, 11:30",39th-Semis,Final
Rutgers (B),Stevens Tech (B),10,9,"02/28/2016, 10:00",39th-Play In,Final
Rider,American (B),8,7,"02/28/2016, 10:00",39th-Play In,Final
bracket,43rd
American (B),Rowan (B),2,13,"02/28/2016, 13:00",43rd,Final
American (B),Stevens Tech (B),7,4,"02/28/2016, 11:30",43rd-Semis,Final
Rowan (B),MIT (B),13,2,"02/28/2016, 11:30",43rd-Semis,Final
bracket,41st
SUNY-Buffalo (B),Rider,10,6,"02/29/2016, 03:00",41st,Final
bracket,45th
MIT (B),Rowan (B),4,11,"02/28/2016, 11:30",45th,Final
Messiah (B),Rowan (B),6,10,"02/28/2016, 17:00",Play In-45th,Final
bracket,46th
Messiah (B),MIT (B),11,5,"02/28/2016, 20:00",46th,Final
b,r,e,a,k
pools,Pool 2
pool,Pool G
Hofstra,Rowan (B),11,1,"02/27/2016, 09:00",Pool G,Final
Saint Rose,Hofstra,8,6,"02/27/2016, 10:10",Pool G,Final
Northeastern (B),Rowan (B),11,4,"02/27/2016, 10:10",Pool G,Final
Northeastern (B),Hofstra,5,9,"02/27/2016, 11:20",Pool G,Final
Saint Rose,Rowan (B),9,3,"02/27/2016, 12:30",Pool G,Final
Saint Rose,Northeastern (B),11,8,"02/27/2016, 13:40",Pool G,Final
Saint Rose,Messiah (B),10,6,"02/27/2016, 16:00",Pool G,Final
Rowan (B),Messiah (B),6,7,"02/27/2016, 18:20",Pool G,Final
Northeastern (B),Messiah (B),7,3,"02/27/2016, 19:30",Pool G,Final
Hofstra,Messiah (B),11,1,"02/27/2016, 20:40",Pool G,Final
pool,Pool I
Lehigh (B),Stevens Tech (B),12,7,"02/27/2016, 10:00",Pool I,Final
Rider,Stevens Tech (B),12,8,"02/27/2016, 11:20",Pool I,Final
Rider,Lehigh (B),6,8,"02/27/2016, 12:40",Pool I,Final
Rider,SUNY-Buffalo (B),11,12,"02/28/2016, 00:00",Pool I,Final
Lehigh (B),SUNY-Buffalo (B),10,5,"02/28/2016, 01:20",Pool I,Final
SUNY-Buffalo (B),Stevens Tech (B),10,4,"02/28/2016, 02:40",Pool I,Final
pool,Pool J
Georgetown (B),Rutgers (B),11,2,"02/27/2016, 10:00",Pool J,Final
American (B),Rutgers (B),1,9,"02/27/2016, 11:20",Pool J,Final
American (B),Georgetown (B),1,9,"02/27/2016, 12:40",Pool J,Final
American (B),Norwich,4,12,"02/27/2016, 17:00",Pool J,Final
Georgetown (B),Norwich,9,8,"02/27/2016, 18:20",Pool J,Final
Norwich,Rutgers (B),8,3,"02/27/2016, 19:40",Pool J,Final
pool,Pool H
Swarthmore,Connecticut (B),9,13,"02/27/2016, 10:00",Pool H,Final
Boston University (B),MIT (B),13,1,"02/27/2016, 10:00",Pool H,Final
Swarthmore,MIT (B),13,2,"02/27/2016, 11:10",Pool H,Final
Boston University (B),Connecticut (B),5,13,"02/27/2016, 11:10",Pool H,Final
Swarthmore,Boston University (B),13,3,"02/27/2016, 12:20",Pool H,Final
Connecticut (B),MIT (B),13,0,"02/27/2016, 12:20",Pool H,Final
b,r,e,a,k
clusters,CO 2
cluster,CO 2
Saint Rose,Georgetown (B),13,6,"02/27/2016, 15:00",,Final
Lehigh (B),Connecticut (B),2,13,"02/27/2016, 15:00",,Final
Northeastern (B),Rutgers (B),10,2,"02/27/2016, 15:00",,Final
Stevens Tech (B),MIT (B),10,8,"02/27/2016, 15:00",,Final
Rider,Boston University (B),F,W,"02/27/2016, 15:00",,Final
Hofstra,Norwich,4,8,"02/27/2016, 22:00",,Final
Messiah (B),American (B),6,7,"02/27/2016, 22:00",,Final
SUNY-Buffalo (B),Swarthmore,2,13,"02/28/2016, 05:00",,Final
b,r,e,a,k
